slug,region_name,year,month,period,split,dengue_cases,dengue_deaths,incidence_per100k,mean_temp_C,rainfall_mm,humidity_pct,hot_days,population,pop_density_km2,urban_pct,poverty_fam_pct,oni,oni_lag3,rainfall_lag1,rainfall_anomaly_mm,humidity_lag1,temp_lag3,cases_lag1,cases_lag12,ovitrap_pct,ovitrap_lag1,is_demo_fixture
R2,Region II (Cagayan Valley),2018,12,2018-12,train,408,1,11.36,23.06,300.4,84.4,0,3592010,120.39,19.38,12.47,0.8,0.5,250.8,-111.6,86.2,26.86,409,142,18.6,15.9,1
R2,Region II (Cagayan Valley),2019,1,2019-01,test,388,2,10.66,22.93,359.7,88.4,0,3638877,121.96,19.43,12.47,0.7,0.7,300.4,180,84.4,25.51,408,372,31.7,18.6,1
R2,Region II (Cagayan Valley),2019,2,2019-02,test,279,0,7.67,23.26,131.1,84.1,0,3638877,121.96,19.43,12.47,0.7,0.8,359.7,-16,88.4,25.05,388,198,25.2,31.7,1
R2,Region II (Cagayan Valley),2019,3,2019-03,test,247,2,6.79,24.67,68.4,83.4,0,3638877,121.96,19.43,12.47,0.7,0.8,131.1,-21.4,84.1,23.06,279,169,15.2,25.2,1
R2,Region II (Cagayan Valley),2019,4,2019-04,test,302,2,8.3,26.38,148.9,83.2,0,3638877,121.96,19.43,12.47,0.7,0.7,68.4,62.2,83.4,22.93,247,205,14.2,15.2,1
R2,Region II (Cagayan Valley),2019,5,2019-05,test,393,0,10.8,27.62,246.9,82.5,0,3638877,121.96,19.43,12.47,0.6,0.7,148.9,22.9,83.2,23.26,302,221,16.6,14.2,1
R2,Region II (Cagayan Valley),2019,6,2019-06,test,604,2,16.6,27.62,304.1,81.4,0,3638877,121.96,19.43,12.47,0.5,0.7,246.9,112.6,82.5,24.67,393,243,26.6,16.6,1
R2,Region II (Cagayan Valley),2019,7,2019-07,test,1105,4,30.37,27.19,250.2,80.4,0,3638877,121.96,19.43,12.47,0.3,0.7,304.1,-73.2,81.4,26.38,604,539,30.3,26.6,1
R2,Region II (Cagayan Valley),2019,8,2019-08,test,1534,7,42.16,27.51,434.2,87.1,0,3638877,121.96,19.43,12.47,0.2,0.6,250.2,117.5,80.4,27.62,1105,1265,22.6,30.3,1
R2,Region II (Cagayan Valley),2019,9,2019-09,test,1341,8,36.85,27.04,636,94.1,0,3638877,121.96,19.43,12.47,0.2,0.5,434.2,369.6,87.1,27.62,1534,937,32.3,22.6,1
R2,Region II (Cagayan Valley),2019,10,2019-10,test,2422,11,66.56,24.89,161.9,83,0,3638877,121.96,19.43,12.47,0.3,0.3,636,-152,94.1,27.19,1341,1691,37.2,32.3,1
R2,Region II (Cagayan Valley),2019,11,2019-11,test,1204,6,33.09,24.63,229.5,85.9,0,3638877,121.96,19.43,12.47,0.5,0.2,161.9,-93.2,83,27.51,2422,409,21.3,37.2,1
R2,Region II (Cagayan Valley),2019,12,2019-12,test,752,3,20.67,23.65,324.2,86.9,0,3638877,121.96,19.43,12.47,0.5,0.2,229.5,-87.9,85.9,27.04,1204,408,21,21.3,1
R2,Region II (Cagayan Valley),2020,1,2020-01,diagnostic_excluded,228,1,6.19,23.3,210.6,87.8,0,3685744,123.53,19.47,12.47,0.5,0.3,324.2,30.8,86.9,24.89,752,388,29.5,21,1
R2,Region II (Cagayan Valley),2020,2,2020-02,diagnostic_excluded,216,3,5.86,22.69,103.7,82.6,1,3685744,123.53,19.47,12.47,0.5,0.5,210.6,-43.3,87.8,24.63,228,279,21.6,29.5,1
R2,Region II (Cagayan Valley),2020,3,2020-03,diagnostic_excluded,162,1,4.4,24.55,172,84.3,0,3685744,123.53,19.47,12.47,0.4,0.5,103.7,82.2,82.6,23.65,216,247,21.5,21.6,1
R2,Region II (Cagayan Valley),2020,4,2020-04,diagnostic_excluded,112,1,3.04,25.96,183.2,82.9,0,3685744,123.53,19.47,12.47,0.2,0.5,172,96.5,84.3,23.3,162,302,21,21.5,1
R2,Region II (Cagayan Valley),2020,5,2020-05,diagnostic_excluded,171,1,4.64,27.98,239,79.1,0,3685744,123.53,19.47,12.47,0,0.5,183.2,14.9,82.9,22.69,112,393,17.7,21,1
R2,Region II (Cagayan Valley),2020,6,2020-06,diagnostic_excluded,319,2,8.65,28.3,405.8,85.2,0,3685744,123.53,19.47,12.47,-0.3,0.4,239,214.3,79.1,24.55,171,604,23,17.7,1
R2,Region II (Cagayan Valley),2020,7,2020-07,diagnostic_excluded,492,2,13.35,27.3,900,92.7,0,3685744,123.53,19.47,12.47,-0.4,0.2,405.8,576.6,85.2,25.96,319,1105,29.7,23,1
R2,Region II (Cagayan Valley),2020,8,2020-08,diagnostic_excluded,856,2,23.22,26.91,723.7,92.3,0,3685744,123.53,19.47,12.47,-0.6,0,900,407.1,92.7,27.98,492,1534,42,29.7,1
R2,Region II (Cagayan Valley),2020,9,2020-09,diagnostic_excluded,2381,7,64.6,26.23,124.4,82.6,0,3685744,123.53,19.47,12.47,-0.9,-0.3,723.7,-142,92.3,28.3,856,1341,39,42,1
R2,Region II (Cagayan Valley),2020,10,2020-10,diagnostic_excluded,957,1,25.96,25.98,451.4,87.7,0,3685744,123.53,19.47,12.47,-1.2,-0.4,124.4,137.5,82.6,27.3,2381,2422,16.2,39,1
R2,Region II (Cagayan Valley),2020,11,2020-11,diagnostic_excluded,485,0,13.16,24.68,410.9,88.2,0,3685744,123.53,19.47,12.47,-1.3,-0.6,451.4,88.2,87.7,26.91,957,1204,28.6,16.2,1
R2,Region II (Cagayan Valley),2020,12,2020-12,diagnostic_excluded,339,2,9.2,23.3,732.4,93.6,0,3685744,123.53,19.47,12.47,-1.2,-0.9,410.9,320.3,88.2,26.23,485,752,25.5,28.6,1
R3,Region III (Central Luzon),2016,1,2016-01,train,1002,3,8.74,25.93,80.7,78.4,0,11458976,523.09,62.56,7.25,2,2.1,284,4.9,84.6,26.85,1115,828,19.1,27.4,1
R3,Region III (Central Luzon),2016,2,2016-02,train,1297,3,11.32,25.98,128.4,80.3,0,11458976,523.09,62.56,7.25,1.9,2.2,80.7,81.5,78.4,27.1,1002,618,13.2,19.1,1
R3,Region III (Central Luzon),2016,3,2016-03,train,957,4,8.35,27.19,79.6,76,0,11458976,523.09,62.56,7.25,1.6,2.3,128.4,46.3,80.3,27.21,1297,544,24,13.2,1
R3,Region III (Central Luzon),2016,4,2016-04,train,671,2,5.86,28.05,40.9,75.5,0,11458976,523.09,62.56,7.25,1.1,2,79.6,-9.5,76,25.93,957,562,16.4,24,1
R3,Region III (Central Luzon),2016,5,2016-05,train,1187,10,10.36,28.7,171.6,77.4,0,11458976,523.09,62.56,7.25,0.6,1.9,40.9,-19.4,75.5,25.98,671,454,15.5,16.4,1
R3,Region III (Central Luzon),2016,6,2016-06,train,1175,4,10.25,28.17,215.1,82,1,11458976,523.09,62.56,7.25,0.1,1.6,171.6,-73.4,77.4,27.19,1187,1499,25.8,15.5,1
R3,Region III (Central Luzon),2016,7,2016-07,train,1672,9,14.59,27.31,900,96.5,0,11458976,523.09,62.56,7.25,-0.2,1.1,215.1,468,82,28.05,1175,2345,25.4,25.8,1
R3,Region III (Central Luzon),2016,8,2016-08,train,5565,30,48.56,26.7,381.3,85.7,0,11458976,523.09,62.56,7.25,-0.4,0.6,900,-38.3,96.5,28.7,1672,2672,42,25.4,1
R3,Region III (Central Luzon),2016,9,2016-09,train,5863,25,51.17,26.35,378,86.5,0,11458976,523.09,62.56,7.25,-0.5,0.1,381.3,69.5,85.7,28.17,5565,2330,27,42,1
R3,Region III (Central Luzon),2016,10,2016-10,train,3185,7,27.79,27.16,356.7,84,0,11458976,523.09,62.56,7.25,-0.6,-0.2,378,57.3,86.5,27.31,5863,2590,27.9,27,1
R3,Region III (Central Luzon),2016,11,2016-11,train,911,5,7.95,25.48,179.4,82.1,0,11458976,523.09,62.56,7.25,-0.6,-0.4,356.7,25.5,84,26.7,3185,2491,33,27.9,1
R3,Region III (Central Luzon),2016,12,2016-12,train,587,2,5.12,25.51,332.3,85,0,11458976,523.09,62.56,7.25,-0.6,-0.5,179.4,165.6,82.1,26.35,911,1115,22,33,1
R3,Region III (Central Luzon),2017,1,2017-01,train,969,0,8.28,24.45,83.6,79.3,0,11699775,534.09,63.48,6.2,-0.4,-0.6,332.3,7.8,85,27.16,587,1002,27.6,22,1
R3,Region III (Central Luzon),2017,2,2017-02,train,1073,3,9.17,24.09,43.5,75,0,11699775,534.09,63.48,6.2,-0.4,-0.6,83.6,-3.4,79.3,25.48,969,1297,15.6,27.6,1
R3,Region III (Central Luzon),2017,3,2017-03,train,306,1,2.62,26,16.1,71.8,0,11699775,534.09,63.48,6.2,-0.2,-0.6,43.5,-17.2,75,25.51,1073,957,17.5,15.6,1
R3,Region III (Central Luzon),2017,4,2017-04,train,525,6,4.49,28.36,44.5,76.1,0,11699775,534.09,63.48,6.2,0,-0.4,16.1,-5.9,71.8,24.45,306,671,15.9,17.5,1
R3,Region III (Central Luzon),2017,5,2017-05,train,480,1,4.1,28.51,283.3,79.2,0,11699775,534.09,63.48,6.2,0.1,-0.4,44.5,92.3,76.1,24.09,525,1187,17.5,15.9,1
R3,Region III (Central Luzon),2017,6,2017-06,train,1415,3,12.09,27.88,525.1,89.4,0,11699775,534.09,63.48,6.2,0.1,-0.2,283.3,236.6,79.2,26,480,1175,25,17.5,1
R3,Region III (Central Luzon),2017,7,2017-07,train,5163,16,44.13,26.43,369,82.8,0,11699775,534.09,63.48,6.2,0,0,525.1,-63,89.4,28.36,1415,1672,34.7,25,1
R3,Region III (Central Luzon),2017,8,2017-08,train,6810,42,58.21,26.34,169.3,83.2,0,11699775,534.09,63.48,6.2,-0.2,0.1,369,-250.3,82.8,28.51,5163,5565,29,34.7,1
R3,Region III (Central Luzon),2017,9,2017-09,train,8615,45,73.63,25.97,694.1,93.5,0,11699775,534.09,63.48,6.2,-0.5,0.1,169.3,385.6,83.2,27.88,6810,5863,23.9,29,1
R3,Region III (Central Luzon),2017,10,2017-10,train,7405,42,63.29,26.36,195.5,82.1,0,11699775,534.09,63.48,6.2,-0.7,0,694.1,-103.9,93.5,26.43,8615,3185,40.7,23.9,1
R3,Region III (Central Luzon),2017,11,2017-11,train,4677,18,39.98,25.87,137.5,80.2,0,11699775,534.09,63.48,6.2,-0.8,-0.2,195.5,-16.4,82.1,26.34,7405,911,20.9,40.7,1
R3,Region III (Central Luzon),2017,12,2017-12,train,1955,12,16.71,25.18,174.7,81.8,0,11699775,534.09,63.48,6.2,-0.9,-0.5,137.5,8.1,80.2,25.97,4677,587,21.8,20.9,1
R3,Region III (Central Luzon),2018,1,2018-01,train,1298,9,10.87,24.22,63.7,79.3,0,11940574,545.08,64.41,5.15,-0.9,-0.7,174.7,-12.1,81.8,26.36,1955,969,25.3,21.8,1
R3,Region III (Central Luzon),2018,2,2018-02,train,1248,2,10.45,24.71,16.9,75.3,0,11940574,545.08,64.41,5.15,-0.8,-0.8,63.7,-29.9,79.3,25.87,1298,1073,10.6,25.3,1
R3,Region III (Central Luzon),2018,3,2018-03,train,952,5,7.97,26.34,13.6,74.7,0,11940574,545.08,64.41,5.15,-0.6,-0.9,16.9,-19.7,75.3,25.18,1248,306,11.1,10.6,1
R3,Region III (Central Luzon),2018,4,2018-04,train,841,3,7.04,27.64,23.7,73.9,0,11940574,545.08,64.41,5.15,-0.4,-0.9,13.6,-26.6,74.7,24.22,952,525,16.2,11.1,1
R3,Region III (Central Luzon),2018,5,2018-05,train,1209,1,10.13,28.02,222.2,78,0,11940574,545.08,64.41,5.15,-0.2,-0.8,23.7,31.2,73.9,24.71,841,480,15,16.2,1
R3,Region III (Central Luzon),2018,6,2018-06,train,1959,7,16.41,27.19,551,88.3,0,11940574,545.08,64.41,5.15,0,-0.6,222.2,262.5,78,26.34,1209,1415,26.2,15,1
R3,Region III (Central Luzon),2018,7,2018-07,train,5744,20,48.1,26.37,358.3,84,0,11940574,545.08,64.41,5.15,0.2,-0.4,551,-73.7,88.3,27.64,1959,5163,35.3,26.2,1
R3,Region III (Central Luzon),2018,8,2018-08,train,11227,45,94.02,26.93,543.1,91.2,0,11940574,545.08,64.41,5.15,0.3,-0.2,358.3,123.5,84,28.02,5744,6810,31.8,35.3,1
R3,Region III (Central Luzon),2018,9,2018-09,train,3977,10,33.31,27.28,278.4,86.3,0,11940574,545.08,64.41,5.15,0.5,0,543.1,-30.2,91.2,27.19,11227,8615,33.5,31.8,1
R3,Region III (Central Luzon),2018,10,2018-10,train,6037,21,50.56,26.57,198.7,81.4,0,11940574,545.08,64.41,5.15,0.7,0.2,278.4,-100.7,86.3,26.37,3977,7405,32.1,33.5,1
R3,Region III (Central Luzon),2018,11,2018-11,train,3861,17,32.34,26.18,103.3,79.6,0,11940574,545.08,64.41,5.15,0.8,0.3,198.7,-50.6,81.4,26.93,6037,4677,20.4,32.1,1
R3,Region III (Central Luzon),2018,12,2018-12,train,635,0,5.32,25.96,307,82.8,0,11940574,545.08,64.41,5.15,0.8,0.5,103.3,140.4,79.6,27.28,3861,1955,17.4,20.4,1
R3,Region III (Central Luzon),2019,1,2019-01,test,2823,10,23.17,24.44,198.7,80.7,0,12181373,556.07,65.33,5.15,0.7,0.7,307,122.9,82.8,26.57,635,1298,27.3,17.4,1
R3,Region III (Central Luzon),2019,2,2019-02,test,1191,4,9.78,25.38,84.6,75.8,0,12181373,556.07,65.33,5.15,0.7,0.8,198.7,37.8,80.7,26.18,2823,1248,25.2,27.3,1
R3,Region III (Central Luzon),2019,3,2019-03,test,2087,9,17.13,26.68,62.3,72.5,1,12181373,556.07,65.33,5.15,0.7,0.8,84.6,29,75.8,25.96,1191,952,19.8,25.2,1
R3,Region III (Central Luzon),2019,4,2019-04,test,2506,8,20.57,27.73,41.8,73.9,0,12181373,556.07,65.33,5.15,0.7,0.7,62.3,-8.6,72.5,24.44,2087,841,16.2,19.8,1
R3,Region III (Central Luzon),2019,5,2019-05,test,2300,6,18.88,28.52,173.4,77.7,0,12181373,556.07,65.33,5.15,0.6,0.7,41.8,-17.6,73.9,25.38,2506,1209,20.7,16.2,1
R3,Region III (Central Luzon),2019,6,2019-06,test,3576,13,29.36,27.92,259.5,84.3,0,12181373,556.07,65.33,5.15,0.5,0.7,173.4,-29,77.7,26.68,2300,1959,25.8,20.7,1
R3,Region III (Central Luzon),2019,7,2019-07,test,9338,61,76.66,26.84,298.4,84.2,0,12181373,556.07,65.33,5.15,0.3,0.7,259.5,-133.6,84.3,27.73,3576,5744,28.8,25.8,1
R3,Region III (Central Luzon),2019,8,2019-08,test,17448,68,143.24,26.39,427.7,87.5,0,12181373,556.07,65.33,5.15,0.2,0.6,298.4,8.1,84.2,28.52,9338,11227,26,28.8,1
R3,Region III (Central Luzon),2019,9,2019-09,test,15966,58,131.07,26.98,334,86.2,1,12181373,556.07,65.33,5.15,0.2,0.5,427.7,25.4,87.5,27.92,17448,3977,29.1,26,1
R3,Region III (Central Luzon),2019,10,2019-10,test,14061,52,115.43,26.63,346.4,84.5,0,12181373,556.07,65.33,5.15,0.3,0.3,334,47,86.2,26.84,15966,6037,29.4,29.1,1
R3,Region III (Central Luzon),2019,11,2019-11,test,4598,31,37.75,26.33,167.9,81.9,0,12181373,556.07,65.33,5.15,0.5,0.2,346.4,13.9,84.5,26.39,14061,3861,27.8,29.4,1
R3,Region III (Central Luzon),2019,12,2019-12,test,4353,11,35.73,25.91,214.6,82.3,0,12181373,556.07,65.33,5.15,0.5,0.2,167.9,48,81.9,26.98,4598,635,18.7,27.8,1
R3,Region III (Central Luzon),2020,1,2020-01,diagnostic_excluded,1344,6,10.82,25.44,47.9,77.9,0,12422172,567.06,66.25,5.15,0.5,0.3,214.6,-27.9,82.3,26.63,4353,2823,22.6,18.7,1
R3,Region III (Central Luzon),2020,2,2020-02,diagnostic_excluded,969,5,7.8,25.39,59.5,77,0,12422172,567.06,66.25,5.15,0.5,0.5,47.9,12.6,77.9,26.33,1344,1191,15.8,22.6,1
R3,Region III (Central Luzon),2020,3,2020-03,diagnostic_excluded,526,2,4.23,26.64,91.7,75.6,0,12422172,567.06,66.25,5.15,0.4,0.5,59.5,58.5,77,25.91,969,2087,11.2,15.8,1
R3,Region III (Central Luzon),2020,4,2020-04,diagnostic_excluded,715,5,5.76,27.78,129.5,76.5,0,12422172,567.06,66.25,5.15,0.2,0.5,91.7,79.1,75.6,25.44,526,2506,20.5,11.2,1
R3,Region III (Central Luzon),2020,5,2020-05,diagnostic_excluded,892,6,7.18,28.34,159.5,77.3,0,12422172,567.06,66.25,5.15,0,0.5,129.5,-31.5,76.5,25.39,715,2300,11.3,20.5,1
R3,Region III (Central Luzon),2020,6,2020-06,diagnostic_excluded,815,3,6.56,27.53,306.1,86.2,0,12422172,567.06,66.25,5.15,-0.3,0.4,159.5,17.6,77.3,26.64,892,3576,16.8,11.3,1
R3,Region III (Central Luzon),2020,7,2020-07,diagnostic_excluded,1943,2,15.64,26.46,207.2,81.2,0,12422172,567.06,66.25,5.15,-0.4,0.2,306.1,-224.8,86.2,27.78,815,9338,31.8,16.8,1
R3,Region III (Central Luzon),2020,8,2020-08,diagnostic_excluded,6541,19,52.66,27.03,300.2,84.7,0,12422172,567.06,66.25,5.15,-0.6,0,207.2,-119.4,81.2,28.34,1943,17448,16.8,31.8,1
R3,Region III (Central Luzon),2020,9,2020-09,diagnostic_excluded,4163,22,33.51,27.08,336.5,86.6,0,12422172,567.06,66.25,5.15,-0.9,-0.3,300.2,28,84.7,27.53,6541,15966,25.6,16.8,1
R3,Region III (Central Luzon),2020,10,2020-10,diagnostic_excluded,3119,8,25.11,26.42,288.3,84.8,1,12422172,567.06,66.25,5.15,-1.2,-0.4,336.5,-11,86.6,26.46,4163,14061,29.1,25.6,1
R3,Region III (Central Luzon),2020,11,2020-11,diagnostic_excluded,2958,6,23.81,25.97,77.5,81.1,0,12422172,567.06,66.25,5.15,-1.3,-0.6,288.3,-76.5,84.8,27.03,3119,4598,20.3,29.1,1
R3,Region III (Central Luzon),2020,12,2020-12,diagnostic_excluded,2033,6,16.37,24.78,190.9,82.4,0,12422172,567.06,66.25,5.15,-1.2,-0.9,77.5,24.2,81.1,27.08,2958,4353,16.9,20.3,1
R4A,Region IV-A (CALABARZON),2016,1,2016-01,train,2308,9,15.63,26.22,211.3,84.1,0,14770828,891.08,67.18,7.83,2,2.1,428.4,83.6,86.8,27.7,776,567,32.6,42,1
R4A,Region IV-A (CALABARZON),2016,2,2016-02,train,1160,5,7.85,25.56,103.1,81.9,0,14770828,891.08,67.18,7.83,1.9,2.2,211.3,41.9,84.1,26.85,2308,486,21.9,32.6,1
R4A,Region IV-A (CALABARZON),2016,3,2016-03,train,1467,10,9.93,26.82,62.6,78.4,0,14770828,891.08,67.18,7.83,1.6,2.3,103.1,16.5,81.9,26.46,1160,811,17.2,21.9,1
R4A,Region IV-A (CALABARZON),2016,4,2016-04,train,1559,2,10.55,28.3,81,78.8,0,14770828,891.08,67.18,7.83,1.1,2,62.6,28.6,78.4,26.22,1467,569,13.9,17.2,1
R4A,Region IV-A (CALABARZON),2016,5,2016-05,train,1661,7,11.25,29.62,237.6,81.9,0,14770828,891.08,67.18,7.83,0.6,1.9,81,52.6,78.8,25.56,1559,721,22,13.9,1
R4A,Region IV-A (CALABARZON),2016,6,2016-06,train,1228,5,8.31,28.48,232.1,81.2,0,14770828,891.08,67.18,7.83,0.1,1.6,237.6,-36.2,81.9,26.82,1661,1189,22.9,22,1
R4A,Region IV-A (CALABARZON),2016,7,2016-07,train,6235,26,42.21,27.25,408.2,84.8,0,14770828,891.08,67.18,7.83,-0.2,1.1,232.1,17.3,81.2,28.3,1228,3020,22.7,22.9,1
R4A,Region IV-A (CALABARZON),2016,8,2016-08,train,10425,26,70.58,27.67,611.4,90.5,0,14770828,891.08,67.18,7.83,-0.4,0.6,408.2,283.2,84.8,29.62,6235,4866,26.2,22.7,1
R4A,Region IV-A (CALABARZON),2016,9,2016-09,train,8918,30,60.38,27.31,577.4,88.7,0,14770828,891.08,67.18,7.83,-0.5,0.1,611.4,268,90.5,28.48,10425,3987,42,26.2,1
R4A,Region IV-A (CALABARZON),2016,10,2016-10,train,6507,37,44.05,26.52,494.1,88.2,0,14770828,891.08,67.18,7.83,-0.6,-0.2,577.4,174.8,88.7,27.25,8918,2362,34.6,42,1
R4A,Region IV-A (CALABARZON),2016,11,2016-11,train,6293,17,42.6,25.92,487.7,89.3,0,14770828,891.08,67.18,7.83,-0.6,-0.4,494.1,267.3,88.2,27.67,6507,2488,34.3,34.6,1
R4A,Region IV-A (CALABARZON),2016,12,2016-12,train,4032,20,27.3,26.26,327,86.9,0,14770828,891.08,67.18,7.83,-0.6,-0.5,487.7,-23.8,89.3,27.31,6293,776,35.3,34.3,1
R4A,Region IV-A (CALABARZON),2017,1,2017-01,train,423,2,2.8,25.18,78.6,83.4,0,15126881,912.56,68.01,6.45,-0.4,-0.6,327,-49.1,86.9,26.52,4032,2308,28.9,35.3,1
R4A,Region IV-A (CALABARZON),2017,2,2017-02,train,546,1,3.61,25.21,49.8,79.1,0,15126881,912.56,68.01,6.45,-0.4,-0.6,78.6,-11.3,83.4,25.92,423,1160,19.5,28.9,1
R4A,Region IV-A (CALABARZON),2017,3,2017-03,train,732,2,4.84,26.26,39.3,78.4,0,15126881,912.56,68.01,6.45,-0.2,-0.6,49.8,-6.9,79.1,26.26,546,1467,20,19.5,1
R4A,Region IV-A (CALABARZON),2017,4,2017-04,train,407,0,2.69,28.01,52.1,78.3,0,15126881,912.56,68.01,6.45,0,-0.4,39.3,-0.3,78.4,25.18,732,1559,17.7,20,1
R4A,Region IV-A (CALABARZON),2017,5,2017-05,train,754,5,4.98,28.79,192.2,80.7,1,15126881,912.56,68.01,6.45,0.1,-0.4,52.1,7.2,78.3,25.21,407,1661,15.8,17.7,1
R4A,Region IV-A (CALABARZON),2017,6,2017-06,train,1593,9,10.53,27.41,305.7,87.3,0,15126881,912.56,68.01,6.45,0.1,-0.2,192.2,37.4,80.7,26.26,754,1228,16.1,15.8,1
R4A,Region IV-A (CALABARZON),2017,7,2017-07,train,2969,7,19.63,27.4,411.4,84.7,0,15126881,912.56,68.01,6.45,0,0,305.7,20.5,87.3,28.01,1593,6235,28.8,16.1,1
R4A,Region IV-A (CALABARZON),2017,8,2017-08,train,2726,3,18.02,26.48,182,82.6,0,15126881,912.56,68.01,6.45,-0.2,0.1,411.4,-146.1,84.7,28.79,2969,10425,28.6,28.8,1
R4A,Region IV-A (CALABARZON),2017,9,2017-09,train,4336,18,28.66,27.3,360.3,85.9,0,15126881,912.56,68.01,6.45,-0.5,0.1,182,50.9,82.6,27.41,2726,8918,18.7,28.6,1
R4A,Region IV-A (CALABARZON),2017,10,2017-10,train,3763,19,24.88,26.73,258.5,85,0,15126881,912.56,68.01,6.45,-0.7,0,360.3,-60.8,85.9,27.4,4336,6507,30,18.7,1
R4A,Region IV-A (CALABARZON),2017,11,2017-11,train,1431,7,9.46,26.31,627.9,94.7,0,15126881,912.56,68.01,6.45,-0.8,-0.2,258.5,407.4,85,26.48,3763,6293,26.8,30,1
R4A,Region IV-A (CALABARZON),2017,12,2017-12,train,1195,5,7.9,25.37,306.7,86.1,0,15126881,912.56,68.01,6.45,-0.9,-0.5,627.9,-44,94.7,27.3,1431,4032,36.9,26.8,1
R4A,Region IV-A (CALABARZON),2018,1,2018-01,train,1405,2,9.07,24.82,65.3,81.8,0,15482935,934.04,68.83,5.06,-0.9,-0.7,306.7,-62.4,86.1,26.73,1195,423,24.3,36.9,1
R4A,Region IV-A (CALABARZON),2018,2,2018-02,train,1173,3,7.58,24.64,42.7,80.1,0,15482935,934.04,68.83,5.06,-0.8,-0.8,65.3,-18.4,81.8,26.31,1405,546,13.3,24.3,1
R4A,Region IV-A (CALABARZON),2018,3,2018-03,train,624,4,4.03,25.94,25.5,80.2,0,15482935,934.04,68.83,5.06,-0.6,-0.9,42.7,-20.6,80.1,25.37,1173,732,23.4,13.3,1
R4A,Region IV-A (CALABARZON),2018,4,2018-04,train,505,2,3.26,27.83,22.5,77.3,0,15482935,934.04,68.83,5.06,-0.4,-0.9,25.5,-29.9,80.2,24.82,624,407,15.5,23.4,1
R4A,Region IV-A (CALABARZON),2018,5,2018-05,train,928,4,5.99,27.9,344.1,84.2,0,15482935,934.04,68.83,5.06,-0.2,-0.8,22.5,159.1,77.3,24.64,505,754,11.9,15.5,1
R4A,Region IV-A (CALABARZON),2018,6,2018-06,train,1253,5,8.09,28.15,140.4,80.3,0,15482935,934.04,68.83,5.06,0,-0.6,344.1,-127.9,84.2,25.94,928,1593,32.8,11.9,1
R4A,Region IV-A (CALABARZON),2018,7,2018-07,train,3174,11,20.5,27.35,272.9,83.4,0,15482935,934.04,68.83,5.06,0.2,-0.4,140.4,-118,80.3,27.83,1253,2969,21.9,32.8,1
R4A,Region IV-A (CALABARZON),2018,8,2018-08,train,3091,11,19.96,28.08,388.6,88.8,0,15482935,934.04,68.83,5.06,0.3,-0.2,272.9,60.4,83.4,27.9,3174,2726,21.4,21.9,1
R4A,Region IV-A (CALABARZON),2018,9,2018-09,train,6111,19,39.47,27.12,323.5,85,0,15482935,934.04,68.83,5.06,0.5,0,388.6,14.2,88.8,28.15,3091,4336,29.4,21.4,1
R4A,Region IV-A (CALABARZON),2018,10,2018-10,train,3648,13,23.56,27.06,239.1,82.7,1,15482935,934.04,68.83,5.06,0.7,0.2,323.5,-80.2,85,27.35,6111,3763,26.9,29.4,1
R4A,Region IV-A (CALABARZON),2018,11,2018-11,train,1465,6,9.46,26.24,220,84.5,0,15482935,934.04,68.83,5.06,0.8,0.3,239.1,-0.4,82.7,28.08,3648,1431,23.5,26.9,1
R4A,Region IV-A (CALABARZON),2018,12,2018-12,train,1461,6,9.44,26.34,233.9,84.4,0,15482935,934.04,68.83,5.06,0.8,0.5,220,-116.9,84.5,27.12,1465,1195,21.7,23.5,1
R4A,Region IV-A (CALABARZON),2019,1,2019-01,test,3318,8,20.95,25.86,128,82.2,0,15838988,955.52,69.66,5.06,0.7,0.7,233.9,0.3,84.4,27.06,1461,1405,22.4,21.7,1
R4A,Region IV-A (CALABARZON),2019,2,2019-02,test,3513,8,22.18,25.19,52.3,81.8,0,15838988,955.52,69.66,5.06,0.7,0.8,128,-8.8,82.2,26.24,3318,1173,15.1,22.4,1
R4A,Region IV-A (CALABARZON),2019,3,2019-03,test,3593,15,22.68,26.87,91.9,80.5,0,15838988,955.52,69.66,5.06,0.7,0.8,52.3,45.8,81.8,26.34,3513,624,19.3,15.1,1
R4A,Region IV-A (CALABARZON),2019,4,2019-04,test,2566,13,16.2,28.13,91.9,81,0,15838988,955.52,69.66,5.06,0.7,0.7,91.9,39.6,80.5,25.86,3593,505,18.7,19.3,1
R4A,Region IV-A (CALABARZON),2019,5,2019-05,test,3213,8,20.29,29.43,217.1,83.1,1,15838988,955.52,69.66,5.06,0.6,0.7,91.9,32.1,81,25.19,2566,928,15.6,18.7,1
R4A,Region IV-A (CALABARZON),2019,6,2019-06,test,7936,34,50.1,27.78,121.3,80.6,0,15838988,955.52,69.66,5.06,0.5,0.7,217.1,-147,83.1,26.87,3213,1253,19.5,15.6,1
R4A,Region IV-A (CALABARZON),2019,7,2019-07,test,10285,41,64.93,27.56,900,96.2,0,15838988,955.52,69.66,5.06,0.3,0.7,121.3,509.1,80.6,28.13,7936,3174,13.9,19.5,1
R4A,Region IV-A (CALABARZON),2019,8,2019-08,test,33027,128,208.52,27.79,451.8,87.2,0,15838988,955.52,69.66,5.06,0.2,0.6,900,123.6,96.2,29.43,10285,3091,42,13.9,1
